TransactionID,OrderDate,CustomerName,StoreBranch,City,Country,ProductName,Category,UnitPrice_NGN,UnitCost_NGN,Quantity,TotalPrice_NGN,TotalCost_NGN,Profit_NGN
T000798,1/21/2025 17:21,Hassan Ibrahim,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001361,2/21/2025 19:55,Chinelo Nwachukwu,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001557,10/16/2025 11:41,David Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T000014,1/11/2025 18:09,Yetunde Balogun,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000028,4/21/2025 20:30,Ngozi Balogun,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000319,7/3/2025 16:34,Adebayo Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001480,9/19/2025 12:09,Sola Iroanya,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001430,9/29/2025 16:06,Tunde Sambo,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T001745,6/30/2025 11:24,Fatima Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001198,5/14/2025 13:38,Obinna Ojo,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001014,7/15/2025 19:57,Bisi Abdul,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T001738,4/13/2025 9:43,Susan Eze,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001742,5/19/2025 11:07,Hassan Iroanya,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000932,1/27/2025 18:00,Ahmed Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T001084,3/13/2025 13:29,Amaka Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000430,10/18/2025 9:54,Chioma Nwachukwu,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T001170,4/21/2025 16:52,Temitope Emmanuel,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000414,6/12/2025 17:14,Bisi Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T000064,8/1/2025 11:12,Chinelo Olawale,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T000632,1/20/2025 19:24,Nkechi Emmanuel,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000980,3/29/2025 19:44,Obinna Olawale,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000902,2/13/2025 13:28,Kunle Okonkwo,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001659,9/19/2025 11:55,Chinelo Adedayo,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T001608,5/1/2025 10:48,Susan Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001464,3/19/2025 20:51,Susan Adewale,Osogbo Supermarket,Osogbo,Nigeria,Indomie Noodles (1 pack),Groceries,200,121,1,200,121,79
T000010,5/14/2025 15:20,Nkechi Olatunde,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001003,1/11/2025 15:35,Opeyemi Idowu,Osogbo Supermarket,Osogbo,Nigeria,Tomato (1kg),Produce,900,456,1,900,456,444
T001264,10/27/2025 19:08,David Okoye,Osogbo Supermarket,Osogbo,Nigeria,Indomie Noodles (1 pack),Groceries,200,121,1,200,121,79
T000839,7/10/2025 13:23,Yetunde Bello,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001395,5/8/2025 11:36,Tunde Ogun,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001779,4/25/2025 16:12,Ngozi Balogun,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000725,9/1/2025 14:44,Tunde Olatunde,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000034,10/13/2025 15:38,David Adewale,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000088,2/4/2025 10:53,Kunle Emmanuel,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T000117,6/29/2025 13:41,Ibrahim Balogun,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000380,5/29/2025 16:46,Ngozi Achebe,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T000813,6/27/2025 16:44,Emeka Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000270,6/14/2025 12:48,Chidi Iroanya,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001068,4/29/2025 20:46,Angel Sambo,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T000963,8/2/2025 17:26,Mohammed Idowu,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001421,2/7/2025 12:30,Bisi Abiola,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001258,10/4/2025 20:02,Mohammed Olatunde,Osogbo Supermarket,Osogbo,Nigeria,Tomato (1kg),Produce,900,456,1,900,456,444
T001204,10/27/2025 19:32,Oluwakemi Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T001580,6/26/2025 20:15,Sunday Eze,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T000610,7/1/2025 12:11,Oluwakemi Achebe,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,2,720,410,310
T001148,10/28/2025 13:10,Emeka Olawale,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000533,7/22/2025 19:36,Amaka Abdul,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T000292,9/12/2025 14:33,Aisha Oladipo,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000248,3/20/2025 20:27,Tunde Eze,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001807,10/27/2025 10:05,Temitope Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T001459,6/3/2025 12:44,Kunle Emmanuel,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001568,9/24/2025 9:31,Sunday Sambo,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T000181,9/27/2025 15:20,Nkechi Eze,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000061,6/26/2025 18:19,Oluwakemi Achebe,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000490,3/6/2025 20:15,Ahmed Adewale,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T000191,9/16/2025 16:17,Angel Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001785,5/20/2025 18:12,David Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T001112,11/2/2025 12:04,Chidi Ojo,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T001311,5/26/2025 20:34,Chinelo Adewale,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T000147,3/20/2025 19:28,Ibrahim Oladipo,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000033,9/9/2025 10:36,Oluwakemi Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000585,6/9/2025 9:36,Obinna Ojo,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000632,1/20/2025 19:24,Nkechi Emmanuel,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T000811,3/20/2025 20:44,Ifeanyi Okoye,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,2,680,344,336
T001677,8/12/2025 15:20,Fatima Olawale,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000179,4/15/2025 15:32,Chioma Abiola,Osogbo Supermarket,Osogbo,Nigeria,Indomie Noodles (1 pack),Groceries,200,121,1,200,121,79
T000098,6/9/2025 20:20,Yetunde Abiola,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,2,500,334,166
T000356,2/3/2025 13:45,Chinelo Adewale,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000504,2/16/2025 11:00,Ngozi Ibe,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T001706,2/21/2025 11:47,Oluwakemi Adedayo,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,2,700,462,238
T000505,9/13/2025 14:29,Yetunde Iroanya,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T000531,4/27/2025 20:41,Mohammed Olawale,Osogbo Supermarket,Osogbo,Nigeria,Yoghurt (125g),Dairy,250,137,1,250,137,113
T000410,6/1/2025 12:48,Angel Abdul,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T001590,9/12/2025 15:10,Yetunde Bello,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000284,7/16/2025 14:27,Aisha Onwuka,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T000884,8/16/2025 11:15,Fatima Adewale,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T001362,1/7/2025 11:20,Hassan Usman,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000808,11/5/2025 20:31,Yetunde Bello,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000796,3/20/2025 10:19,Ibrahim Okafor,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000095,5/20/2025 20:48,Emeka Adewale,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000893,8/11/2025 20:04,Fatima Eze,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T000516,5/3/2025 14:46,Mary Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T000401,4/24/2025 9:21,Susan Ogunbiyi,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T001814,5/21/2025 17:09,Chinelo Nwachukwu,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000077,7/3/2025 12:37,Emeka Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000866,9/10/2025 14:02,Hassan Abiola,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T001790,11/10/2025 10:05,Ahmed Adewale,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000841,6/16/2025 10:51,Mary Iroanya,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T001797,4/21/2025 16:27,Nkechi Eze,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001074,10/6/2025 10:01,Susan Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Indomie Noodles (1 pack),Groceries,200,121,1,200,121,79
T001193,5/25/2025 18:07,Oluwakemi Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T001608,5/1/2025 10:48,Susan Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T001178,5/8/2025 10:14,David Emmanuel,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000749,9/22/2025 11:36,Yetunde Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T000518,6/14/2025 10:06,Hassan Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T001502,2/17/2025 10:45,Ahmed Okafor,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001532,7/15/2025 12:57,Bisi Abiola,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001679,5/18/2025 11:50,Tunde Ojo,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001346,5/13/2025 12:29,Kunle Ogun,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T000365,1/14/2025 19:31,Yetunde Ibrahim,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T000068,1/20/2025 13:31,Bisi Abiola,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T001400,11/7/2025 19:34,Chinelo Sambo,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T001448,1/21/2025 11:34,Nkechi Abdul,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T001833,9/14/2025 15:49,Sunday Onwuka,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T001478,6/25/2025 17:16,Mary Gbadebo,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001694,4/6/2025 12:26,Obinna Ojo,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001228,6/9/2025 15:39,Susan Balogun,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001126,1/17/2025 9:01,Adebayo Ogun,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001354,2/11/2025 11:15,Oluwakemi Olawale,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T001096,3/19/2025 19:29,Obinna Idowu,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000983,10/1/2025 19:46,Ibrahim Okafor,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T000535,2/13/2025 10:47,Oluwakemi Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001481,9/30/2025 14:34,Nkechi Okafor,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T001761,4/19/2025 18:51,Obinna Idowu,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T001841,1/22/2025 14:40,Ngozi Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000706,8/30/2025 10:41,Mohammed Idowu,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T000003,7/16/2025 20:09,Mary Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001098,11/7/2025 10:09,Yetunde Abiola,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T001084,3/13/2025 13:29,Amaka Afolabi,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001386,10/27/2025 11:39,Chioma Emmanuel,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T000057,5/28/2025 12:47,Opeyemi Abdul,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,2,500,334,166
T000801,2/10/2025 16:19,Chioma Eze,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T001191,6/28/2025 14:25,Tunde Olatunde,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T000322,1/16/2025 13:03,Tunde Ogun,Osogbo Supermarket,Osogbo,Nigeria,Bread - Small Loaf,Bakery,250,167,1,250,167,83
T000425,7/19/2025 19:07,Hassan Ogunleye,Osogbo Supermarket,Osogbo,Nigeria,Sugar (1 kg),Groceries,900,564,1,900,564,336
T000059,5/11/2025 16:16,Adebayo Okoye,Osogbo Supermarket,Osogbo,Nigeria,Yoghurt (125g),Dairy,250,137,1,250,137,113
T001358,9/8/2025 19:47,Adebayo Okonkwo,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T000399,5/23/2025 9:32,Aisha Eze,Osogbo Supermarket,Osogbo,Nigeria,Biscuit (200g),Snacks,350,231,1,350,231,119
T000599,3/30/2025 19:42,Bisi Olaoye,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T001140,4/2/2025 19:36,David Okoye,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T000770,7/25/2025 18:27,Mohammed Olatunde,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,1,500,261,239
T001293,9/5/2025 16:38,Ahmed Nwachukwu,Osogbo Supermarket,Osogbo,Nigeria,Biscuits (assorted small pack),Snacks,180,119,1,180,119,61
T000686,4/7/2025 10:01,Sunday Okafor,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001026,6/3/2025 16:18,Obinna Ibrahim,Osogbo Supermarket,Osogbo,Nigeria,Coca-Cola 330ml (Can),Drinks,360,205,1,360,205,155
T001154,7/10/2025 14:09,Angel Okoye,Osogbo Supermarket,Osogbo,Nigeria,Milk (Peak 400g sachet),Dairy,500,277,1,500,277,223
T000183,4/17/2025 20:45,Ibrahim Ogun,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
T001246,7/14/2025 11:42,Chioma Olatunde,Osogbo Supermarket,Osogbo,Nigeria,Meat Pie,Bakery,500,261,2,1000,522,478
T001536,3/23/2025 16:04,Oluwakemi Ojo,Osogbo Supermarket,Osogbo,Nigeria,Bottled Water 75cl,Drinks,150,83,1,150,83,67
T001326,8/7/2025 18:46,Susan Sambo,Osogbo Supermarket,Osogbo,Nigeria,Lays Chips 145g,Snacks,800,547,1,800,547,253
T000109,2/4/2025 16:28,Yetunde Bello,Osogbo Supermarket,Osogbo,Nigeria,Sausage Roll,Bakery,450,325,1,450,325,125
T000661,4/12/2025 20:43,Mohammed Ogunleye,Osogbo Supermarket,Osogbo,Nigeria,Eggs (6 pcs),Dairy,500,254,1,500,254,246
T001741,10/5/2025 20:35,Opeyemi Eze,Osogbo Supermarket,Osogbo,Nigeria,Fanta 330ml (Can),Drinks,340,172,1,340,172,168
